,timestamp,value,isAnomaly,isNight,isWeekend,isMajorHoliday,timeOfDay
0,2014-07-01 00:00:00,10844,0,1,0,0,0.0
1,2014-07-01 00:30:00,8127,0,1,0,0,0.02127659574468085
2,2014-07-01 01:00:00,6210,0,1,0,0,0.0425531914893617
3,2014-07-01 01:30:00,4656,0,1,0,0,0.06382978723404255
4,2014-07-01 02:00:00,3820,0,1,0,0,0.0851063829787234
5,2014-07-01 02:30:00,2873,0,1,0,0,0.10638297872340426
6,2014-07-01 03:00:00,2369,0,1,0,0,0.1276595744680851
7,2014-07-01 03:30:00,2064,0,1,0,0,0.14893617021276595
8,2014-07-01 04:00:00,2221,0,1,0,0,0.1702127659574468
9,2014-07-01 04:30:00,2158,0,1,0,0,0.19148936170212766
10,2014-07-01 05:00:00,2515,0,0,0,0,0.2127659574468085
11,2014-07-01 05:30:00,4364,0,0,0,0,0.23404255319148937
12,2014-07-01 06:00:00,6526,0,0,0,0,0.2553191489361702
13,2014-07-01 06:30:00,11039,0,0,0,0,0.2765957446808511
14,2014-07-01 07:00:00,13857,0,0,0,0,0.2978723404255319
15,2014-07-01 07:30:00,15865,0,0,0,0,0.3191489361702128
16,2014-07-01 08:00:00,17920,0,0,0,0,0.3404255319148936
17,2014-07-01 08:30:00,20346,0,0,0,0,0.3617021276595745
18,2014-07-01 09:00:00,19539,0,0,0,0,0.3829787234042553
19,2014-07-01 09:30:00,20107,0,0,0,0,0.40425531914893614
20,2014-07-01 10:00:00,18984,0,0,0,0,0.425531914893617
21,2014-07-01 10:30:00,17720,0,0,0,0,0.44680851063829785
22,2014-07-01 11:00:00,17249,0,0,0,0,0.46808510638297873
23,2014-07-01 11:30:00,18463,0,0,0,0,0.48936170212765956
24,2014-07-01 12:00:00,18908,0,0,0,0,0.5106382978723404
25,2014-07-01 12:30:00,18886,0,0,0,0,0.5319148936170213
26,2014-07-01 13:00:00,18178,0,0,0,0,0.5531914893617021
27,2014-07-01 13:30:00,19459,0,0,0,0,0.574468085106383
28,2014-07-01 14:00:00,19546,0,0,0,0,0.5957446808510638
29,2014-07-01 14:30:00,20591,0,0,0,0,0.6170212765957447
30,2014-07-01 15:00:00,19380,0,0,0,0,0.6382978723404256
31,2014-07-01 15:30:00,18544,0,0,0,0,0.6595744680851063
32,2014-07-01 16:00:00,16228,0,0,0,0,0.6808510638297872
33,2014-07-01 16:30:00,15013,0,0,0,0,0.7021276595744681
34,2014-07-01 17:00:00,17203,0,0,0,0,0.723404255319149
35,2014-07-01 17:30:00,19525,0,0,0,0,0.7446808510638298
36,2014-07-01 18:00:00,22966,0,0,0,0,0.7659574468085106
37,2014-07-01 18:30:00,27598,0,0,0,0,0.7872340425531915
38,2014-07-01 19:00:00,26827,0,1,0,0,0.8085106382978723
39,2014-07-01 19:30:00,24904,0,1,0,0,0.8297872340425532
40,2014-07-01 20:00:00,22875,0,1,0,0,0.851063829787234
41,2014-07-01 20:30:00,20394,0,1,0,0,0.8723404255319149
42,2014-07-01 21:00:00,23401,0,1,0,0,0.8936170212765957
43,2014-07-01 21:30:00,24439,0,1,0,0,0.9148936170212766
44,2014-07-01 22:00:00,23318,0,1,0,0,0.9361702127659575
45,2014-07-01 22:30:00,21733,0,1,0,0,0.9574468085106383
46,2014-07-01 23:00:00,20104,0,1,0,0,0.9787234042553191
47,2014-07-01 23:30:00,16111,0,1,0,0,1.0
48,2014-07-02 00:00:00,13370,0,1,0,0,0.0
49,2014-07-02 00:30:00,9945,0,1,0,0,0.02127659574468085
50,2014-07-02 01:00:00,7571,0,1,0,0,0.0425531914893617
51,2014-07-02 01:30:00,5917,0,1,0,0,0.06382978723404255
52,2014-07-02 02:00:00,4820,0,1,0,0,0.0851063829787234
53,2014-07-02 02:30:00,3634,0,1,0,0,0.10638297872340426
54,2014-07-02 03:00:00,2993,0,1,0,0,0.1276595744680851
55,2014-07-02 03:30:00,2535,0,1,0,0,0.14893617021276595
56,2014-07-02 04:00:00,2570,0,1,0,0,0.1702127659574468
57,2014-07-02 04:30:00,2485,0,1,0,0,0.19148936170212766
58,2014-07-02 05:00:00,2868,0,0,0,0,0.2127659574468085
59,2014-07-02 05:30:00,4482,0,0,0,0,0.23404255319148937
60,2014-07-02 06:00:00,6788,0,0,0,0,0.2553191489361702
61,2014-07-02 06:30:00,11078,0,0,0,0,0.2765957446808511
62,2014-07-02 07:00:00,13729,0,0,0,0,0.2978723404255319
63,2014-07-02 07:30:00,16700,0,0,0,0,0.3191489361702128
64,2014-07-02 08:00:00,19156,0,0,0,0,0.3404255319148936
65,2014-07-02 08:30:00,19953,0,0,0,0,0.3617021276595745
66,2014-07-02 09:00:00,19502,0,0,0,0,0.3829787234042553
67,2014-07-02 09:30:00,18994,0,0,0,0,0.40425531914893614
68,2014-07-02 10:00:00,17311,0,0,0,0,0.425531914893617
69,2014-07-02 10:30:00,17904,0,0,0,0,0.44680851063829785
70,2014-07-02 11:00:00,17133,0,0,0,0,0.46808510638297873
71,2014-07-02 11:30:00,18589,0,0,0,0,0.48936170212765956
72,2014-07-02 12:00:00,19134,0,0,0,0,0.5106382978723404
73,2014-07-02 12:30:00,19259,0,0,0,0,0.5319148936170213
74,2014-07-02 13:00:00,18667,0,0,0,0,0.5531914893617021
75,2014-07-02 13:30:00,19078,0,0,0,0,0.574468085106383
76,2014-07-02 14:00:00,18546,0,0,0,0,0.5957446808510638
77,2014-07-02 14:30:00,18593,0,0,0,0,0.6170212765957447
78,2014-07-02 15:00:00,17967,0,0,0,0,0.6382978723404256
79,2014-07-02 15:30:00,16624,0,0,0,0,0.6595744680851063
80,2014-07-02 16:00:00,14634,0,0,0,0,0.6808510638297872
81,2014-07-02 16:30:00,13888,0,0,0,0,0.7021276595744681
82,2014-07-02 17:00:00,17430,0,0,0,0,0.723404255319149
83,2014-07-02 17:30:00,21919,0,0,0,0,0.7446808510638298
84,2014-07-02 18:00:00,23633,0,0,0,0,0.7659574468085106
85,2014-07-02 18:30:00,24512,0,0,0,0,0.7872340425531915
86,2014-07-02 19:00:00,24887,0,1,0,0,0.8085106382978723
87,2014-07-02 19:30:00,26872,0,1,0,0,0.8297872340425532
88,2014-07-02 20:00:00,22009,0,1,0,0,0.851063829787234
89,2014-07-02 20:30:00,18259,0,1,0,0,0.8723404255319149
90,2014-07-02 21:00:00,20844,0,1,0,0,0.8936170212765957
91,2014-07-02 21:30:00,22576,0,1,0,0,0.9148936170212766
92,2014-07-02 22:00:00,22401,0,1,0,0,0.9361702127659575
93,2014-07-02 22:30:00,19056,0,1,0,0,0.9574468085106383
94,2014-07-02 23:00:00,17518,0,1,0,0,0.9787234042553191
95,2014-07-02 23:30:00,15307,0,1,0,0,1.0
